,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Ticker_x,Period_End_Date,Issuer,NAICS_Sector_Name,Country_of_Headquarters,Net_Income_Before_Taxes,Net_Income_After_Taxes,Total_Equity,ROE,ROA,"Total_Assets,_Reported",year,contador_x,contador_y,key2_substring_x,Borrower,Bono,Bono_Chile,Note,Ticker_y,dummy_local,dummy_int,dummy_bono,dummy_bono_chile,dummy_note,key2_substring_y,Issuer_x,key2_substring,Issuer_y,issue_count,issued_more_than_once,average_total_assets,decil,dummy_issue,Año,Period,avg_median_roa,tipical_profits,firm_surplus
402,1546,1546,1546,3416,4295863319,2019-12-31 00:00:00,General Electric de Chile SA,Utilities,Chile,0.699202778,0.522706944,17.10253194,0.030563132,0.02017881,25.90375417,2019,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.535707,1,0,2019,2017-2019,0.044682897,1.157454773,-0.458251996
403,1547,1547,1547,3417,4295863319,2018-12-31 00:00:00,General Electric de Chile SA,Utilities,Chile,0.479924357,0.364214826,18.1289062,0.020090281,0.015351513,23.7250121,2018,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.535707,1,0,2018,2017-2019,0.044682897,1.060102267,-0.58017791
404,1548,1548,1548,3418,4295863319,2017-12-31 00:00:00,General Electric de Chile SA,Utilities,Chile,0.544304393,0.452118201,20.15993375,0.022426572,0.016974711,26.63480997,2017,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.535707,1,0,2017,2017-2019,0.044682897,1.190120465,-0.645816071
528,1549,1549,1549,3419,4295863319,2016-12-31 00:00:00,General Electric de Chile SA,Utilities,Chile,0.029226264,0.029226264,19.80554558,0.001475661,0.001070457,27.30261313,2016,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.535707,1,0,2016,2013-2016,0.055738757,1.521813729,-1.492587466
529,1550,1550,1550,3420,4295863319,2015-12-31 00:00:00,General Electric de Chile SA,Utilities,Chile,1.758868922,1.538805497,21.90072093,0.070262778,0.050404616,30.5290592,2015,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.535707,1,0,2015,2013-2016,0.055738757,1.701651824,0.057217098
530,1551,1551,1551,3421,4295863319,2014-12-31 00:00:00,General Electric de Chile SA,Utilities,Chile,1.856869863,1.690746575,22.14105251,0.07636252,0.060028092,28.16592237,2014,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.535707,1,0,2014,2013-2016,0.055738757,1.569933514,0.286936349
531,1552,1552,1552,3422,4295863319,2013-12-31 00:00:00,General Electric de Chile SA,Utilities,Chile,2.709372789,2.421091724,21.21993162,0.114095171,0.088077263,27.48827163,2013,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.535707,1,0,2013,2013-2016,0.055738757,1.532162103,1.177210686
1631,1553,1553,1553,2487,GRANADILLA.SN,2016-12-31 00:00:00,Granadilla Country Club SA,"Arts, Entertainment, and Recreation",Chile,0,0,1447242.6,0,0,2124886.073,2016,0,0,GRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2377095.699,5,0,2016,2013-2016,0.004347777,9238.530991,-9238.530991
1632,1554,1554,1554,2488,GRANADILLA.SN,2015-12-31 00:00:00,Granadilla Country Club SA,"Arts, Entertainment, and Recreation",Chile,0,0,1368404.323,0,0,2052749.876,2015,0,0,GRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2377095.699,5,0,2015,2013-2016,0.004347777,8924.898887,-8924.898887
1633,1555,1555,1555,2489,GRANADILLA.SN,2014-12-31 00:00:00,Granadilla Country Club SA,"Arts, Entertainment, and Recreation",Chile,0,0,1597336.741,0,0,2447086.082,2014,0,0,GRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2377095.699,5,0,2014,2013-2016,0.004347777,10639.38481,-10639.38481
1634,1556,1556,1556,2490,GRANADILLA.SN,2013-12-31 00:00:00,Granadilla Country Club SA,"Arts, Entertainment, and Recreation",Chile,0,0,1843946.316,0,0,2883660.765,2013,0,0,GRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2377095.699,5,0,2013,2013-2016,0.004347777,12537.51421,-12537.51421
629,1557,1557,1557,119,NAVIERA.SN,2023-12-31 00:00:00,Grupo Empresas Navieras SA,"Professional, Scientific, and Technical Services",Chile,53181000,42753000,403535000,0.1059462,0.033095142,1291821000,2023,0,0,NAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162990727,8,0,2023,2020-2023,0.029868522,38584783.85,14596216.15
630,1558,1558,1558,120,NAVIERA.SN,2022-12-31 00:00:00,Grupo Empresas Navieras SA,"Professional, Scientific, and Technical Services",Chile,79927000,67037000,403403000,0.166178734,0.052084685,1287077000,2022,0,0,NAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162990727,8,0,2022,2020-2023,0.029868522,38443087.58,41483912.42
631,1559,1559,1559,121,NAVIERA.SN,2021-12-31 00:00:00,Grupo Empresas Navieras SA,"Professional, Scientific, and Technical Services",Chile,93363000,76170000,362755000,0.20997643,0.060132248,1266708000,2021,0,0,NAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162990727,8,0,2021,2020-2023,0.029868522,37834695.66,55528304.34
632,1560,1560,1560,122,NAVIERA.SN,2020-12-31 00:00:00,Grupo Empresas Navieras SA,"Professional, Scientific, and Technical Services",Chile,26746000,17454000,344141000,0.050717584,0.014463055,1206799000,2020,0,0,NAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162990727,8,0,2020,2020-2023,0.029868522,36045302.38,-9299302.38
646,1561,1561,1561,123,NAVIERA.SN,2019-12-31 00:00:00,Grupo Empresas Navieras SA,"Professional, Scientific, and Technical Services",Chile,67981000,53293000,377652000,0.141116689,0.044541712,1196474000,2019,0,0,NAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162990727,8,0,2019,2017-2019,0.032164272,38483714.84,29497285.16
647,1562,1562,1562,124,NAVIERA.SN,2018-12-31 00:00:00,Grupo Empresas Navieras SA,"Professional, Scientific, and Technical Services",Chile,63583000,49955000,364644000,0.136996632,0.041489175,1204049000,2018,0,0,NAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162990727,8,0,2018,2017-2019,0.032164272,38727359.2,24855640.8
648,1563,1563,1563,125,NAVIERA.SN,2017-12-31 00:00:00,Grupo Empresas Navieras SA,"Professional, Scientific, and Technical Services",Chile,57424000,45934000,346219000,0.13267325,0.037847752,1213652000,2017,0,0,NAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162990727,8,0,2017,2017-2019,0.032164272,39036232.7,18387767.3
659,1564,1564,1564,126,NAVIERA.SN,2016-12-31 00:00:00,Grupo Empresas Navieras SA,"Professional, Scientific, and Technical Services",Chile,39000000,33588000,312181000,0.107591429,0.028846897,1164354000,2016,0,0,NAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162990727,8,0,2016,2013-2016,0.055352998,64450484.44,-25450484.44
660,1565,1565,1565,127,NAVIERA.SN,2015-12-31 00:00:00,Grupo Empresas Navieras SA,"Professional, Scientific, and Technical Services",Chile,58148000,40086000,295740000,0.135544735,0.035937968,1115422000,2015,0,0,NAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162990727,8,0,2015,2013-2016,0.055352998,61741951.55,-3593951.555
661,1566,1566,1566,128,NAVIERA.SN,2014-12-31 00:00:00,Grupo Empresas Navieras SA,"Professional, Scientific, and Technical Services",Chile,60931000,51901000,230200000,0.225460469,0.052576609,987150000,2014,0,0,NAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162990727,8,0,2014,2013-2016,0.055352998,54641711.82,6289288.184
662,1567,1567,1567,129,NAVIERA.SN,2013-12-31 00:00:00,Grupo Empresas Navieras SA,"Professional, Scientific, and Technical Services",Chile,39073000,46350000,230842000,0.200786685,0.053933479,859392000,2013,0,0,NAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162990727,8,0,2013,2013-2016,0.055352998,47569923.52,-8496923.518
36,1579,1579,1579,1377,SUPDF.PK^H09,2023-12-31 00:00:00,Hipermarc SA,Retail Trade,Chile,7260845.125,8229032.002,104747367.6,0.078560752,0.047139284,174568454.9,2023,0,0,SUPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162965696.2,7,0,2023,2020-2023,0.026393085,4607400.051,2653445.074
37,1580,1580,1580,1378,SUPDF.PK^H09,2022-12-31 00:00:00,Hipermarc SA,Retail Trade,Chile,6829161.359,6829161.359,104555179.3,0.065316337,0.034804031,196217541.9,2022,0,0,SUPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162965696.2,7,0,2022,2020-2023,0.026393085,5178786.242,1650375.117
38,1581,1581,1581,1379,SUPDF.PK^H09,2021-12-31 00:00:00,Hipermarc SA,Retail Trade,Chile,3103291.035,3103291.035,95966000.47,0.032337401,0.022954012,135196016.9,2021,0,0,SUPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162965696.2,7,0,2021,2020-2023,0.026393085,3568239.953,-464948.918
39,1582,1582,1582,1380,SUPDF.PK^H09,2020-12-31 00:00:00,Hipermarc SA,Retail Trade,Chile,-1140125.396,-1246085.241,104776746.7,-0.011892765,-0.008955096,139148170.5,2020,0,0,SUPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162965696.2,7,0,2020,2020-2023,0.026393085,3672549.478,-4812674.874
95,1583,1583,1583,1381,SUPDF.PK^H09,2019-12-31 00:00:00,Hipermarc SA,Retail Trade,Chile,-652356.6201,-1035115.103,97480842.32,-0.010618652,-0.007781846,133016654.7,2019,0,0,SUPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162965696.2,7,0,2019,2017-2019,0.02674038,3556915.921,-4209272.541
96,1584,1584,1584,1382,SUPDF.PK^H09,2018-12-31 00:00:00,Hipermarc SA,Retail Trade,Chile,109000.5052,109000.5052,106014447.6,0.001028167,0.000755021,144367482.1,2018,0,0,SUPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162965696.2,7,0,2018,2017-2019,0.02674038,3860441.363,-3751440.858
97,1585,1585,1585,1383,SUPDF.PK^H09,2017-12-31 00:00:00,Hipermarc SA,Retail Trade,Chile,9376132.758,9274422.842,126096316.6,0.073550307,0.056722784,163504365.1,2017,0,0,SUPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162965696.2,7,0,2017,2017-2019,0.02674038,4372168.889,5003963.87
154,1586,1586,1586,1384,SUPDF.PK^H09,2016-12-31 00:00:00,Hipermarc SA,Retail Trade,Chile,12705949.59,12705949.59,115142394.2,0.110349882,0.083729632,151749736.3,2016,0,0,SUPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162965696.2,7,0,2016,2013-2016,0.038046758,5773585.559,6932364.029
155,1587,1587,1587,1385,SUPDF.PK^H09,2015-12-31 00:00:00,Hipermarc SA,Retail Trade,Chile,12693278.24,12693278.24,103465423.5,0.122681354,0.091356982,138941522.9,2015,0,0,SUPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162965696.2,7,0,2015,2013-2016,0.038046758,5286274.559,7407003.678
156,1588,1588,1588,1386,SUPDF.PK^H09,2014-12-31 00:00:00,Hipermarc SA,Retail Trade,Chile,3857907.322,3857907.322,111908908.3,0.034473639,0.023261814,165847223,2014,0,0,SUPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162965696.2,7,0,2014,2013-2016,0.038046758,6309949.229,-2452041.907
157,1589,1589,1589,1387,SUPDF.PK^H09,2013-12-31 00:00:00,Hipermarc SA,Retail Trade,Chile,-4575634.875,-4575634.875,142620965.2,-0.032082484,-0.018297746,250065490.2,2013,0,0,SUPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162965696.2,7,0,2013,2013-2016,0.038046758,9514181.299,-14089816.17
2001,1592,1592,1592,10268,5037626687,2023-12-31 00:00:00,Hortifrut SA,"Agriculture, Forestry, Fishing and Hunting",Chile,-4.308,9.598,612.288,0.01567563,0.004934017,1945.271,2023,0,0,5037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114.617273,4,0,2023,2020-2023,0.042449116,82.57503422,-86.88303422
2002,1593,1593,1593,10269,5037626687,2022-12-31 00:00:00,Hortifrut SA,"Agriculture, Forestry, Fishing and Hunting",Chile,17.182,19.987,608.692,0.032835983,0.01097726,1820.764,2022,0,0,5037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114.617273,4,0,2022,2020-2023,0.042449116,77.28982215,-60.10782215
2003,1594,1594,1594,10270,5037626687,2021-12-31 00:00:00,Hortifrut SA,"Agriculture, Forestry, Fishing and Hunting",Chile,84.754,75.977,599.446,0.126745362,0.039234064,1936.506,2021,0,0,5037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114.617273,4,0,2021,2020-2023,0.042449116,82.20296772,2.551032277
2004,1595,1595,1595,10271,5037626687,2020-12-31 00:00:00,Hortifrut SA,"Agriculture, Forestry, Fishing and Hunting",Chile,76.571,64.432,628.135,0.102576675,0.042442527,1518.1,2020,0,0,5037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114.617273,4,0,2020,2020-2023,0.042449116,64.44200292,12.12899708
2050,1596,1596,1596,10272,5037626687,2019-12-31 00:00:00,Hortifrut SA,"Agriculture, Forestry, Fishing and Hunting",Chile,17.248,16.328,594.723,0.027454798,0.012100695,1349.344,2019,0,0,5037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114.617273,4,0,2019,2017-2019,0.035497284,47.89804728,-30.65004728
2051,1597,1597,1597,10273,5037626687,2018-12-31 00:00:00,Hortifrut SA,"Agriculture, Forestry, Fishing and Hunting",Chile,123.415,95.999,466.682,0.205705384,0.076964211,1247.32,2018,0,0,5037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114.617273,4,0,2018,2017-2019,0.035497284,44.27647237,79.13852763
2052,1598,1598,1598,10274,5037626687,2017-12-31 00:00:00,Hortifrut SA,"Agriculture, Forestry, Fishing and Hunting",Chile,22.927,18.237,206.817,0.088179405,0.031844565,572.688,2017,0,0,5037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114.617273,4,0,2017,2017-2019,0.035497284,20.32886862,2.598131377
2099,1599,1599,1599,10275,5037626687,2016-12-31 00:00:00,Hortifrut SA,"Agriculture, Forestry, Fishing and Hunting",Chile,23.277,15.808,186.448,0.084785034,0.029722946,531.845,2016,0,0,5037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114.617273,4,0,2016,2013-2016,0.01921368,10.21869967,13.05830033
2100,1600,1600,1600,10276,5037626687,2015-12-31 00:00:00,Hortifrut SA,"Agriculture, Forestry, Fishing and Hunting",Chile,19.473,10.646,174.854,0.060885081,0.022607628,470.903,2015,0,0,5037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114.617273,4,0,2015,2013-2016,0.01921368,9.047779576,10.42522042
2101,1601,1601,1601,10277,5037626687,2014-12-31 00:00:00,Hortifrut SA,"Agriculture, Forestry, Fishing and Hunting",Chile,32.483,22.569,168.911,0.133614744,0.050101228,450.468,2014,0,0,5037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114.617273,4,0,2014,2013-2016,0.01921368,8.655148024,23.82785198
2102,1602,1602,1602,10278,5037626687,2013-12-31 00:00:00,Hortifrut SA,"Agriculture, Forestry, Fishing and Hunting",Chile,27.42,19.35,163.929,0.118038907,0.046338315,417.581,2013,0,0,5037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114.617273,4,0,2013,2013-2016,0.01921368,8.023267729,19.39673227
815,1603,1603,1603,3711,4295863387,2023-12-31 00:00:00,Iansagro SA,Manufacturing,Chile,20.24156319,19.89728953,191.1088306,0.104114967,0.055113513,361.0237934,2023,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.6778067,3,0,2023,2020-2023,0.034062669,12.29743386,7.944129328
816,1604,1604,1604,3712,4295863387,2022-12-31 00:00:00,Iansagro SA,Manufacturing,Chile,27.78160496,22.8535764,169.5481207,0.134791092,0.065098306,351.0625352,2022,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.6778067,3,0,2022,2020-2023,0.034062669,11.95812682,15.82347814
817,1605,1605,1605,3713,4295863387,2021-12-31 00:00:00,Iansagro SA,Manufacturing,Chile,16.49409785,15.50779302,147.2923976,0.105285767,0.046483928,333.6162338,2021,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.6778067,3,0,2021,2020-2023,0.034062669,11.36385924,5.130238611
818,1606,1606,1606,3714,4295863387,2020-12-31 00:00:00,Iansagro SA,Manufacturing,Chile,-45.142018,-36.51321512,122.3790855,-0.298361562,-0.115792364,315.333532,2020,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.6778067,3,0,2020,2020-2023,0.034062669,10.74110162,-55.88311963
1047,1607,1607,1607,3715,4295863387,2019-12-31 00:00:00,Iansagro SA,Manufacturing,Chile,-8.047617441,-7.71079025,146.8858548,-0.052495118,-0.022676243,340.0382677,2019,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.6778067,3,0,2019,2017-2019,0.035092427,11.93276815,-19.98038559
1048,1608,1608,1608,3716,4295863387,2018-12-31 00:00:00,Iansagro SA,Manufacturing,Chile,15.05895694,12.70321111,136.7065986,0.092923174,0.034804526,364.9873347,2018,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.6778067,3,0,2018,2017-2019,0.035092427,12.80829147,2.250665473
1049,1609,1609,1609,3717,4295863387,2017-12-31 00:00:00,Iansagro SA,Manufacturing,Chile,22.75209682,24.34839183,156.743531,0.155339054,0.057900132,420.5239425,2017,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.6778067,3,0,2017,2017-2019,0.035092427,14.75720584,7.994890986
1287,1610,1610,1610,3718,4295863387,2016-12-31 00:00:00,Iansagro SA,Manufacturing,Chile,12.19988319,13.13608438,157.6549773,0.083321723,0.034757973,377.9301081,2016,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.6778067,3,0,2016,2013-2016,0.035494312,13.41436922,-1.214486031
1288,1611,1611,1611,3719,4295863387,2015-12-31 00:00:00,Iansagro SA,Manufacturing,Chile,30.08889183,27.40677185,178.7628871,0.153313544,0.073387136,373.4547152,2015,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.6778067,3,0,2015,2013-2016,0.035494312,13.25551823,16.8333736
1289,1612,1612,1612,3720,4295863387,2014-12-31 00:00:00,Iansagro SA,Manufacturing,Chile,34.19010994,32.90560677,175.6431268,0.187343549,0.080515272,408.6877696,2014,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.6778067,3,0,2014,2013-2016,0.035494312,14.50609126,19.68401867
1290,1613,1613,1613,3721,4295863387,2013-12-31 00:00:00,Iansagro SA,Manufacturing,Chile,39.581,36.05373744,160.0811826,0.225221583,0.093210851,386.7976416,2013,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.6778067,3,0,2013,2013-2016,0.035494312,13.72911623,25.85188377
819,1625,1625,1625,3832,4295863399,2023-12-31 00:00:00,Industria Nacional de Alimentos SA,Manufacturing,Chile,-9.905668107,-10.30403308,27.83893629,-0.370130273,-0.313554569,32.86200902,2023,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.9939504,3,0,2023,2020-2023,0.034062669,1.119367726,-11.02503583
820,1626,1626,1626,3833,4295863399,2022-12-31 00:00:00,Industria Nacional de Alimentos SA,Manufacturing,Chile,-9.267063515,-9.940295691,39.61792238,-0.250904012,-0.246466272,40.33126155,2022,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.9939504,3,0,2022,2020-2023,0.034062669,1.3737904,-10.64085391
821,1627,1627,1627,3834,4295863399,2021-12-31 00:00:00,Industria Nacional de Alimentos SA,Manufacturing,Chile,-6.515051305,-7.659117912,45.88954275,-0.166903339,-0.163987881,46.70538974,2021,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.9939504,3,0,2021,2020-2023,0.034062669,1.590910216,-8.105961521
822,1628,1628,1628,3835,4295863399,2020-12-31 00:00:00,Industria Nacional de Alimentos SA,Manufacturing,Chile,-6.637005988,-3.69213123,48.21432234,-0.076577478,-0.027156462,135.9577431,2020,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.9939504,3,0,2020,2020-2023,0.034062669,4.631083558,-11.26808955
1050,1629,1629,1629,3836,4295863399,2019-12-31 00:00:00,Industria Nacional de Alimentos SA,Manufacturing,Chile,-51.96351944,-52.2154,22.71005278,-2.299219668,-0.487563914,107.0944722,2019,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.9939504,3,0,2019,2017-2019,0.035092427,3.75820497,-55.72172441
1051,1630,1630,1630,3837,4295863399,2018-12-31 00:00:00,Industria Nacional de Alimentos SA,Manufacturing,Chile,-14.32429803,-9.983697428,73.43038427,-0.135961394,-0.053736546,185.789711,2018,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.9939504,3,0,2018,2017-2019,0.035092427,6.519811909,-20.84410994
1052,1631,1631,1631,3838,4295863399,2017-12-31 00:00:00,Industria Nacional de Alimentos SA,Manufacturing,Chile,-29.54614714,-17.95269177,64.50595711,-0.278310602,-0.074209846,241.9179236,2017,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.9939504,3,0,2017,2017-2019,0.035092427,8.489487123,-38.03563426
1291,1632,1632,1632,3839,4295863399,2016-12-31 00:00:00,Industria Nacional de Alimentos SA,Manufacturing,Chile,-22.42315541,-23.03263297,82.13040529,-0.280439782,-0.085536907,269.2712858,2016,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.9939504,3,0,2016,2013-2016,0.035494312,9.557599069,-31.98075448
1292,1633,1633,1633,3840,4295863399,2015-12-31 00:00:00,Industria Nacional de Alimentos SA,Manufacturing,Chile,-13.52143763,-13.85360042,77.87428964,-0.177896973,-0.056159942,246.6811734,2015,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.9939504,3,0,2015,2013-2016,0.035494312,8.755778567,-22.2772162
1293,1634,1634,1634,3841,4295863399,2014-12-31 00:00:00,Industria Nacional de Alimentos SA,Manufacturing,Chile,3.352429224,3.323271689,95.89237443,0.034656267,0.014308916,232.2518174,2014,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.9939504,3,0,2014,2013-2016,0.035494312,8.243618501,-4.891189277
1294,1635,1635,1635,3842,4295863399,2013-12-31 00:00:00,Industria Nacional de Alimentos SA,Manufacturing,Chile,6.552199953,6.071921717,110.9256826,0.054738646,0.024980068,243.0706673,2013,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.9939504,3,0,2013,2013-2016,0.035494312,8.627626138,-2.075426185
1053,1636,1636,1636,1054,INFODEMA.SN,2019-12-31 00:00:00,Infodema SA,Manufacturing,Chile,-4532674.651,-2920276.78,10690324.68,-0.273170074,-0.098747334,29573221.56,2019,0,0,INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37033114.9,6,0,2019,2017-2019,0.035092427,1037796.124,-5570470.775
1054,1637,1637,1637,1055,INFODEMA.SN,2018-12-31 00:00:00,Infodema SA,Manufacturing,Chile,-450728.1518,-83758.38926,15540027.42,-0.005389848,-0.00243817,34352978.28,2018,0,0,INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37033114.9,6,0,2018,2017-2019,0.035092427,1205529.389,-1656257.541
1055,1638,1638,1638,1056,INFODEMA.SN,2017-12-31 00:00:00,Infodema SA,Manufacturing,Chile,-1849919.466,-1102853.657,17604262.59,-0.062646967,-0.027191286,40559084.03,2017,0,0,INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37033114.9,6,0,2017,2017-2019,0.035092427,1423316.704,-3273236.17
1295,1639,1639,1639,1057,INFODEMA.SN,2016-12-31 00:00:00,Infodema SA,Manufacturing,Chile,-4317189.858,-2886291.443,17435621.33,-0.165539925,-0.076270905,37842627.26,2016,0,0,INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37033114.9,6,0,2016,2013-2016,0.035494312,1343198.024,-5660387.882
1296,1640,1640,1640,1058,INFODEMA.SN,2015-12-31 00:00:00,Infodema SA,Manufacturing,Chile,-392728.6855,192923.642,19197027.62,0.010049662,0.005609138,34394522.85,2015,0,0,INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37033114.9,6,0,2015,2013-2016,0.035494312,1220809.93,-1613538.616
1297,1641,1641,1641,1059,INFODEMA.SN,2014-12-31 00:00:00,Infodema SA,Manufacturing,Chile,637335.0923,1279914.248,22573994.06,0.056698617,0.032593944,39268468.01,2014,0,0,INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37033114.9,6,0,2014,2013-2016,0.035494312,1393807.261,-756472.1685
1298,1642,1642,1642,1060,INFODEMA.SN,2013-12-31 00:00:00,Infodema SA,Manufacturing,Chile,1555353.132,1643023.034,24815577.77,0.06620934,0.037996965,43240902.34,2013,0,0,INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37033114.9,6,0,2013,2013-2016,0.035494312,1534806.085,20547.04648
2140,1643,1643,1643,1598,INGEVEC.SN,2023-12-31 00:00:00,Ingevec SA,Construction,Chile,12877346.75,11845405.3,85328532.33,0.138821154,0.042320532,279897363.1,2023,0,0,INGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186794732.9,7,0,2023,2020-2023,0.027712719,7756717.063,5120629.686
2141,1644,1644,1644,1599,INGEVEC.SN,2022-12-31 00:00:00,Ingevec SA,Construction,Chile,11411357.63,11868688.37,79671330.5,0.148970631,0.045307157,261960563.8,2022,0,0,INGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186794732.9,7,0,2022,2020-2023,0.027712719,7259639.579,4151718.053
2142,1645,1645,1645,1600,INGEVEC.SN,2021-12-31 00:00:00,Ingevec SA,Construction,Chile,13406274.23,10920210.32,73102057.34,0.149383078,0.047888457,228034290.9,2021,0,0,INGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186794732.9,7,0,2021,2020-2023,0.027712719,6319450.3,7086823.933
2143,1646,1646,1646,1601,INGEVEC.SN,2020-12-31 00:00:00,Ingevec SA,Construction,Chile,9133221.557,7917944.347,78394000.7,0.101001917,0.034676058,228340383.2,2020,0,0,INGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186794732.9,7,0,2020,2020-2023,0.027712719,6327932.951,2805288.606
2188,1647,1647,1647,1602,INGEVEC.SN,2019-12-31 00:00:00,Ingevec SA,Construction,Chile,14307777.78,11213213.57,72428654.69,0.154817366,0.052568206,213307897.5,2019,0,0,INGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186794732.9,7,0,2019,2017-2019,0.029001215,6186188.237,8121589.541
