,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Ticker_x,Period_End_Date,Issuer,NAICS_Sector_Name,Country_of_Headquarters,Net_Income_Before_Taxes,Net_Income_After_Taxes,Total_Equity,ROE,ROA,"Total_Assets,_Reported",year,contador_x,contador_y,key2_substring_x,Borrower,Bono,Bono_Chile,Note,Ticker_y,dummy_local,dummy_int,dummy_bono,dummy_bono_chile,dummy_note,key2_substring_y,Issuer_x,key2_substring,Issuer_y,issue_count,issued_more_than_once,average_total_assets,decil,dummy_issue,Año,Period,avg_median_roa,tipical_profits,firm_surplus
1181,536,536,536,842,CEMENTOS.SN,2014-12-31 00:00:00,Cementos Bio Bio SA,Manufacturing,Chile,37784648.75,39746040.57,381943019.5,0.104062749,0.047307615,840161576.5,2014,0,0,CEME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678507478.2,8,0,2014,2013-2016,0.035494312,29820957.25,7963691.499
1182,537,537,537,843,CEMENTOS.SN,2013-12-31 00:00:00,Cementos Bio Bio SA,Manufacturing,Chile,28391180.28,30915305.54,423649307.1,0.072973814,0.031817135,971655851.9,2013,0,0,CEME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678507478.2,8,0,2013,2013-2016,0.035494312,34488256.1,-6097075.825
4,538,538,538,459,CENCOSUD.SN,2023-12-31 00:00:00,Cencosud SA,Retail Trade,Chile,583007643.8,331841046.8,4168402436,0.079608687,0.021528767,15413843750,2023,0,0,CENC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,15871693999,10,1,2023,2020-2023,0.026393085,406818886.8,176188757.1
5,539,539,539,460,CENCOSUD.SN,2022-12-31 00:00:00,Cencosud SA,Retail Trade,Chile,757175537.9,477409943.4,4329809219,0.110261196,0.030340486,15735078782,2022,0,0,CENC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,15871693999,10,1,2022,2020-2023,0.026393085,415297270.2,341878267.6
6,540,540,540,461,CENCOSUD.SN,2021-12-31 00:00:00,Cencosud SA,Retail Trade,Chile,888061708.4,581759793.2,4907134692,0.118553867,0.041428729,14042424487,2021,0,0,CENC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,15871693999,10,1,2021,2020-2023,0.026393085,370622901.7,517438806.6
7,541,541,541,462,CENCOSUD.SN,2020-12-31 00:00:00,Cencosud SA,Retail Trade,Chile,285393800.6,91554319.13,5575673908,0.016420315,0.006048747,15136079342,2020,0,0,CENC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,15871693999,10,1,2020,2020-2023,0.026393085,399487827.2,-114094026.5
71,542,542,542,463,CENCOSUD.SN,2019-12-31 00:00:00,Cencosud SA,Retail Trade,Chile,438409600.8,205744754.5,5911561408,0.034803792,0.012623554,16298480361,2019,0,0,CENC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,15871693999,10,1,2019,2017-2019,0.02674038,435827561.7,2582039.065
72,543,543,543,464,CENCOSUD.SN,2018-12-31 00:00:00,Cencosud SA,Retail Trade,Chile,401741671.4,275087648.1,6127595926,0.044893242,0.017921944,15349208119,2018,0,0,CENC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,15871693999,10,1,2018,2017-2019,0.02674038,410443661.1,-8701989.7
73,544,544,544,465,CENCOSUD.SN,2017-12-31 00:00:00,Cencosud SA,Retail Trade,Chile,1038672375,716075776.5,6524283391,0.109755468,0.043905102,16309625676,2017,0,0,CENC,0,0,0,1000000000,INVSEC,0,1,0,0,1,INVS,0,0,0,2,1,15871693999,10,1,2017,2017-2019,0.02674038,436125591.7,602546782.8
123,545,545,545,466,CENCOSUD.SN,2016-12-31 00:00:00,Cencosud SA,Retail Trade,Chile,866240401,579416202.2,6103871474,0.094926016,0.038152312,15186922385,2016,0,0,CENC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,15871693999,10,1,2016,2013-2016,0.038046758,577813167.4,288427233.7
124,546,546,546,467,CENCOSUD.SN,2015-12-31 00:00:00,Cencosud SA,Retail Trade,Chile,397373090.3,314671835.8,5610999165,0.056081248,0.022030117,14283711676,2015,0,0,CENC,0,0,0,1000000000,INVSEC,0,1,0,0,1,INVS,0,0,0,2,1,15871693999,10,1,2015,2013-2016,0.038046758,543448927.7,-146075837.4
125,547,547,547,468,CENCOSUD.SN,2014-12-31 00:00:00,Cencosud SA,Retail Trade,Chile,461908393.8,296199155.7,7078360150,0.041845731,0.016760613,17672333821,2014,0,0,CENC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,15871693999,10,1,2014,2013-2016,0.038046758,672375015.9,-210466622.1
126,548,548,548,469,CENCOSUD.SN,2013-12-31 00:00:00,Cencosud SA,Retail Trade,Chile,620450350.3,437397289.2,8112063588,0.053919362,0.022827566,19160925591,2013,0,0,CENC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,15871693999,10,1,2013,2013-2016,0.038046758,729011107.4,-108560757.1
8,555,555,555,3500,4295863343,2023-12-31 00:00:00,Ceramicas Cordillera SA,Retail Trade,Chile,-1.268939274,-1.601620662,47.58648265,-0.033657051,-0.025197784,63.56196569,2023,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.39994285,2,0,2023,2020-2023,0.026393085,1.677596357,-2.946535632
9,556,556,556,3501,4295863343,2022-12-31 00:00:00,Ceramicas Cordillera SA,Retail Trade,Chile,-15.1352085,-17.62108891,23.80300708,-0.740288353,-0.257294547,68.48605665,2022,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.39994285,2,0,2022,2020-2023,0.026393085,1.807558308,-16.94276681
10,557,557,557,3502,4295863343,2021-12-31 00:00:00,Ceramicas Cordillera SA,Retail Trade,Chile,-7.516867591,-8.69015873,47.6407615,-0.182410156,-0.092517102,93.93029536,2021,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.39994285,2,0,2021,2020-2023,0.026393085,2.47911026,-9.995977851
11,558,558,558,3503,4295863343,2020-12-31 00:00:00,Ceramicas Cordillera SA,Retail Trade,Chile,-8.054102612,-6.669428679,46.37713212,-0.143808562,-0.078867957,84.56449164,2020,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.39994285,2,0,2020,2020-2023,0.026393085,2.231917808,-10.28602042
74,559,559,559,3504,4295863343,2019-12-31 00:00:00,Ceramicas Cordillera SA,Retail Trade,Chile,-4.181774146,-3.464048244,50.0743274,-0.069178128,-0.041958952,82.55802548,2019,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.39994285,2,0,2019,2017-2019,0.02674038,2.207632991,-6.389407138
75,560,560,560,3505,4295863343,2018-12-31 00:00:00,Ceramicas Cordillera SA,Retail Trade,Chile,5.486322232,4.573357336,50.91632043,0.089821049,0.061348704,74.54692709,2018,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.39994285,2,0,2018,2017-2019,0.02674038,1.993413174,3.492909058
76,561,561,561,3506,4295863343,2017-12-31 00:00:00,Ceramicas Cordillera SA,Retail Trade,Chile,8.036385258,6.735702117,46.60781985,0.144518712,0.102138713,65.94661213,2017,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.39994285,2,0,2017,2017-2019,0.02674038,1.763437482,6.272947776
127,562,562,562,3507,4295863343,2016-12-31 00:00:00,Ceramicas Cordillera SA,Retail Trade,Chile,8.836791667,7.479265278,37.86584722,0.197520083,0.14898131,50.20270833,2016,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.39994285,2,0,2016,2013-2016,0.038046758,1.910050317,6.92674135
128,563,563,563,3508,4295863343,2015-12-31 00:00:00,Ceramicas Cordillera SA,Retail Trade,Chile,8.533130106,7.06393646,41.4041997,0.170609178,0.122812446,57.51808321,2015,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.39994285,2,0,2015,2013-2016,0.038046758,2.188376617,6.344753488
129,564,564,564,3509,4295863343,2014-12-31 00:00:00,Ceramicas Cordillera SA,Retail Trade,Chile,5.449719317,4.63751569,44.6010007,0.103977839,0.069455136,66.76994596,2014,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.39994285,2,0,2014,2013-2016,0.038046758,2.540380005,2.909339312
130,565,565,565,3510,4295863343,2013-12-31 00:00:00,Ceramicas Cordillera SA,Retail Trade,Chile,6.075453944,5.090033066,46.55186396,0.109341123,0.076756237,66.3142598,2013,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.39994285,2,0,2013,2013-2016,0.038046758,2.523042624,3.552411321
573,566,566,566,1122,CEG.CD,2023-09-30 00:00:00,Cerro Grande Mining Corp,"Mining, Quarrying, and Oil and Gas Extraction",Chile,-387000,-387000,-5615000,0.068922529,-0.331335616,1168000,2023,0,0,CEG.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6384000,5,0,2023,2020-2023,-0.003896387,-4550.979654,-382449.0203
574,567,567,567,1123,CEG.CD,2022-09-30 00:00:00,Cerro Grande Mining Corp,"Mining, Quarrying, and Oil and Gas Extraction",Chile,-124000,-124000,-5228000,0.023718439,-0.10455312,1186000,2022,0,0,CEG.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6384000,5,0,2022,2020-2023,-0.003896387,-4621.114614,-119378.8854
575,568,568,568,1124,CEG.CD,2021-09-30 00:00:00,Cerro Grande Mining Corp,"Mining, Quarrying, and Oil and Gas Extraction",Chile,-854000,-854000,-5577000,0.153128922,-1.169863014,730000,2021,0,0,CEG.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6384000,5,0,2021,2020-2023,-0.003896387,-2844.362284,-851155.6377
576,569,569,569,1125,CEG.CD,2020-09-30 00:00:00,Cerro Grande Mining Corp,"Mining, Quarrying, and Oil and Gas Extraction",Chile,-1731000,-1731000,-5667000,0.30545262,-2.76076555,627000,2020,0,0,CEG.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6384000,5,0,2020,2020-2023,-0.003896387,-2443.034455,-1728556.966
607,570,570,570,1126,CEG.CD,2019-09-30 00:00:00,Cerro Grande Mining Corp,"Mining, Quarrying, and Oil and Gas Extraction",Chile,-817000,-817000,-3938000,0.207465719,-1.249235474,654000,2019,0,0,CEG.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6384000,5,0,2019,2017-2019,-0.008556341,-5595.847069,-811404.1529
608,571,571,571,1127,CEG.CD,2018-09-30 00:00:00,Cerro Grande Mining Corp,"Mining, Quarrying, and Oil and Gas Extraction",Chile,-1158000,-1158000,-4644000,0.249354005,-1.71810089,674000,2018,0,0,CEG.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6384000,5,0,2018,2017-2019,-0.008556341,-5766.973891,-1152233.026
609,572,572,572,1128,CEG.CD,2017-09-30 00:00:00,Cerro Grande Mining Corp,"Mining, Quarrying, and Oil and Gas Extraction",Chile,-375000,-375000,-3505000,0.106990014,-0.475285171,789000,2017,0,0,CEG.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6384000,5,0,2017,2017-2019,-0.008556341,-6750.953115,-368249.0469
2273,573,573,573,1129,CEG.CD,2016-09-30 00:00:00,Cerro Grande Mining Corp,"Mining, Quarrying, and Oil and Gas Extraction",Chile,-6936000,-6936000,-4561000,1.520719141,-0.733657711,9454000,2016,0,0,CEG.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6384000,5,0,2016,2013-2016,0.000187258,1770.33602,-6937770.336
2274,574,574,574,1130,CEG.CD,2015-09-30 00:00:00,Cerro Grande Mining Corp,"Mining, Quarrying, and Oil and Gas Extraction",Chile,-12729000,-12905000,-1178000,10.95500849,-1.192698706,10820000,2015,0,0,CEG.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6384000,5,0,2015,2013-2016,0.000187258,2026.130287,-12731026.13
2275,575,575,575,1131,CEG.CD,2014-09-30 00:00:00,Cerro Grande Mining Corp,"Mining, Quarrying, and Oil and Gas Extraction",Chile,-5224000,-5147000,8858000,-0.581056672,-0.252440041,20389000,2014,0,0,CEG.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6384000,5,0,2014,2013-2016,0.000187258,3818.000964,-5227818.001
2276,576,576,576,1132,CEG.CD,2013-09-30 00:00:00,Cerro Grande Mining Corp,"Mining, Quarrying, and Oil and Gas Extraction",Chile,-7128000,-6220000,13462000,-0.462041301,-0.262082333,23733000,2013,0,0,CEG.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6384000,5,0,2013,2013-2016,0.000187258,4444.191322,-7132444.191
198,436,436,436,6244,4296915368,2023-12-31 00:00:00,CGE Distribucion SA,Utilities,Chile,67.23984969,52.61331411,787.8602071,0.066780012,0.033596657,1566.028255,2023,0,0,4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280.880912,4,0,2023,2020-2023,0.0358355,56.119405,11.12044469
199,437,437,437,6245,4296915368,2022-12-31 00:00:00,CGE Distribucion SA,Utilities,Chile,46.80521579,37.22260225,667.9632154,0.055725527,0.026928901,1382.25481,2022,0,0,4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280.880912,4,0,2022,2020-2023,0.0358355,49.53379175,-2.728575954
200,438,438,438,6246,4296915368,2021-12-31 00:00:00,CGE Distribucion SA,Utilities,Chile,46.41516491,81.2567035,774.0381365,0.104977649,0.050662638,1603.87825,2021,0,0,4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280.880912,4,0,2021,2020-2023,0.0358355,57.47577848,-11.06061357
201,439,439,439,6247,4296915368,2020-12-31 00:00:00,CGE Distribucion SA,Utilities,Chile,49.97938702,40.14449077,797.9719874,0.050308145,0.024299956,1652.039654,2020,0,0,4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280.880912,4,0,2020,2020-2023,0.0358355,59.20166643,-9.222279411
336,440,440,440,6248,4296915368,2019-12-31 00:00:00,CGE Distribucion SA,Utilities,Chile,29.27108895,20.4477209,852.015203,0.023999244,0.01164651,1755.69507,2019,0,0,4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280.880912,4,0,2019,2017-2019,0.044682897,78.44954156,-49.17845261
337,441,441,441,6249,4296915368,2018-12-31 00:00:00,CGE Distribucion SA,Utilities,Chile,-38.750987,-34.08430814,526.7017641,-0.064712728,-0.028082014,1213.741581,2018,0,0,4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280.880912,4,0,2018,2017-2019,0.044682897,54.23348978,-92.98447678
338,442,442,442,6250,4296915368,2017-12-31 00:00:00,CGE Distribucion SA,Utilities,Chile,29.53366328,26.92668947,630.1101272,0.042733307,0.018989505,1417.977439,2017,0,0,4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280.880912,4,0,2017,2017-2019,0.044682897,63.35933953,-33.82567624
441,443,443,443,6251,4296915368,2016-12-31 00:00:00,CGE Distribucion SA,Utilities,Chile,90.24299882,62.34277011,474.6880737,0.131334183,0.060907775,1023.560132,2016,0,0,4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280.880912,4,0,2016,2013-2016,0.055738757,57.05196987,33.19102895
442,444,444,444,6252,4296915368,2015-12-31 00:00:00,CGE Distribucion SA,Utilities,Chile,54.0064642,40.34283871,379.0766609,0.106423958,0.047878227,842.6134713,2015,0,0,4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280.880912,4,0,2015,2013-2016,0.055738757,46.96622784,7.040236361
443,445,445,445,6253,4296915368,2014-12-31 00:00:00,CGE Distribucion SA,Utilities,Chile,101.3949367,67.15965441,413.9337312,0.162247358,0.072317944,928.6720615,2014,0,0,4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280.880912,4,0,2014,2013-2016,0.055738757,51.76302672,49.63190999
444,446,446,446,6254,4296915368,2013-12-31 00:00:00,CGE Distribucion SA,Utilities,Chile,81.1046044,68.68813005,311.7873783,0.220304396,0.097675295,703.2293065,2013,0,0,4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280.880912,4,0,2013,2013-2016,0.055738757,39.1971277,41.9074767
202,447,447,447,1993,CGET.SN,2023-12-31 00:00:00,CGE Transmision SA,Utilities,Chile,65201156.06,49810325.01,439402447.3,0.113359234,0.034933872,1425846116,2023,0,0,CGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422948703,9,0,2023,2020-2023,0.0358355,51095908,14105248.06
203,448,448,448,1994,CGET.SN,2022-12-31 00:00:00,CGE Transmision SA,Utilities,Chile,64240191.08,49117911.06,420187607.9,0.116895192,0.033535119,1464670828,2022,0,0,CGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422948703,9,0,2022,2020-2023,0.0358355,52487210.95,11752980.14
204,449,449,449,1995,CGET.SN,2021-12-31 00:00:00,CGE Transmision SA,Utilities,Chile,17940548.7,13373232.29,384635715,0.034768566,0.009702495,1378329165,2021,0,0,CGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422948703,9,0,2021,2020-2023,0.0358355,49393114.3,-31452565.6
711,577,577,577,2231,CINTAC.SN,2023-12-31 00:00:00,Cintac SA,Manufacturing,Chile,-36591000,-36861000,101004000,-0.364945943,-0.062407306,590652000,2023,0,0,CINT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473523727.3,8,0,2023,2020-2023,0.034062669,20119183.38,-56710183.38
712,578,578,578,2232,CINTAC.SN,2022-12-31 00:00:00,Cintac SA,Manufacturing,Chile,-60541000,-48051000,135032000,-0.355848984,-0.071271242,674199000,2022,0,0,CINT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473523727.3,8,0,2022,2020-2023,0.034062669,22965017.16,-83506017.16
713,579,579,579,2233,CINTAC.SN,2021-12-31 00:00:00,Cintac SA,Manufacturing,Chile,57235000,34934000,187621000,0.186194509,0.051364163,680124000,2021,0,0,CINT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473523727.3,8,0,2021,2020-2023,0.034062669,23166838.47,34068161.53
714,580,580,580,2234,CINTAC.SN,2020-12-31 00:00:00,Cintac SA,Manufacturing,Chile,12355000,10536000,220803000,0.047716743,0.014821234,710872000,2020,0,0,CINT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473523727.3,8,0,2020,2020-2023,0.034062669,24214197.41,-11859197.41
969,581,581,581,2235,CINTAC.SN,2019-12-31 00:00:00,Cintac SA,Manufacturing,Chile,9429000,5096000,205215000,0.024832493,0.011000041,463271000,2019,0,0,CINT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473523727.3,8,0,2019,2017-2019,0.035092427,16257303.84,-6828303.84
970,582,582,582,2236,CINTAC.SN,2018-12-31 00:00:00,Cintac SA,Manufacturing,Chile,27321000,19256000,202783000,0.09495865,0.0488571,394129000,2018,0,0,CINT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473523727.3,8,0,2018,2017-2019,0.035092427,13830943.24,13490056.76
971,583,583,583,2237,CINTAC.SN,2017-12-31 00:00:00,Cintac SA,Manufacturing,Chile,22587000,15660000,194445000,0.080536913,0.048984188,319695000,2017,0,0,CINT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473523727.3,8,0,2017,2017-2019,0.035092427,11218873.51,11368126.49
1183,584,584,584,2238,CINTAC.SN,2016-12-31 00:00:00,Cintac SA,Manufacturing,Chile,18319000,13651000,186835000,0.073064469,0.044952959,303673000,2016,0,0,CINT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473523727.3,8,0,2016,2013-2016,0.035494312,10778664.25,7540335.749
1184,585,585,585,2239,CINTAC.SN,2015-12-31 00:00:00,Cintac SA,Manufacturing,Chile,4722000,3273000,180139000,0.018169303,0.010288247,318130000,2015,0,0,CINT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473523727.3,8,0,2015,2013-2016,0.035494312,11291805.52,-6569805.522
1185,586,586,586,2240,CINTAC.SN,2014-12-31 00:00:00,Cintac SA,Manufacturing,Chile,3161000,3478000,178503000,0.019484266,0.009157958,379779000,2014,0,0,CINT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473523727.3,8,0,2014,2013-2016,0.035494312,13479994.37,-10318994.37
1186,587,587,587,2241,CINTAC.SN,2013-12-31 00:00:00,Cintac SA,Manufacturing,Chile,3082000,1191000,178207000,0.006683239,0.003182475,374237000,2013,0,0,CINT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473523727.3,8,0,2013,2013-2016,0.035494312,13283284.89,-10201284.89
1418,588,588,588,4004,4295863423,2023-12-31 00:00:00,Claro Comunicaciones SpA,Information,Chile,-31.08974961,-31.08978115,-60.54708991,0.513481015,-0.528668215,58.80773659,2023,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.9884409,2,0,2023,2020-2023,0.047658552,2.802691552,-33.89244116
1419,589,589,589,4005,4295863423,2022-12-31 00:00:00,Claro Comunicaciones SpA,Information,Chile,-23.59549961,-23.604845,-23.51022345,1.004024698,-0.553278624,42.66357671,2022,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.9884409,2,0,2022,2020-2023,0.047658552,2.033284274,-25.62878388
1420,590,590,590,4006,4295863423,2021-12-31 00:00:00,Claro Comunicaciones SpA,Information,Chile,-4.300642958,-4.300956399,0.12366084,-34.78026192,-0.046458913,92.57548523,2021,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.9884409,2,0,2021,2020-2023,0.047658552,4.412013545,-8.712656502
1421,591,591,591,4007,4295863423,2020-12-31 00:00:00,Claro Comunicaciones SpA,Information,Chile,-0.246891562,-0.252334148,3.800336403,-0.066397845,-0.002575991,97.95612667,2020,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.9884409,2,0,2020,2020-2023,0.047658552,4.668447122,-4.915338684
1453,592,592,592,4008,4295863423,2019-12-31 00:00:00,Claro Comunicaciones SpA,Information,Chile,12.94596829,12.94401323,3.905933275,3.313936086,0.154538243,83.75928801,2019,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.9884409,2,0,2019,2017-2019,0.012363144,1.035528171,11.91044012
1454,593,593,593,4009,4295863423,2018-12-31 00:00:00,Claro Comunicaciones SpA,Information,Chile,-66.83621062,-66.84048065,-8.191656166,8.159580834,-0.931050638,71.79038164,2018,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.9884409,2,0,2018,2017-2019,0.012363144,0.887554854,-67.72376547
1455,594,594,594,4010,4295863423,2017-12-31 00:00:00,Claro Comunicaciones SpA,Information,Chile,-16.76188581,-16.76770515,53.05387366,-0.316050535,-0.126377915,132.6790773,2017,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.9884409,2,0,2017,2017-2019,0.012363144,1.64033059,-18.4022164
1481,595,595,595,4011,4295863423,2016-12-31 00:00:00,Claro Comunicaciones SpA,Information,Chile,-18.96143472,-18.96709306,55.24404444,-0.343332811,-0.176261335,107.6077917,2016,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.9884409,2,0,2016,2013-2016,0.0199074,2.142191404,-21.10362613
1482,596,596,596,4012,4295863423,2015-12-31 00:00:00,Claro Comunicaciones SpA,Information,Chile,-82.45928139,-82.7247534,-44.71954312,1.849856855,-1.849454613,44.72926929,2015,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.9884409,2,0,2015,2013-2016,0.0199074,0.890443477,-83.34972487
1483,597,597,597,4013,4295863423,2014-12-31 00:00:00,Claro Comunicaciones SpA,Information,Chile,-34.1078818,-33.83294282,41.2508037,-0.820176573,-0.244176182,138.5595537,2014,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.9884409,2,0,2014,2013-2016,0.0199074,2.758360526,-36.86624233
1484,598,598,598,4014,4295863423,2013-12-31 00:00:00,Claro Comunicaciones SpA,Information,Chile,-33.43530468,-33.44849504,77.70719131,-0.430442723,-0.192515348,173.7445631,2013,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.9884409,2,0,2013,2013-2016,0.0199074,3.458802598,-36.89410727
2297,599,599,599,289,LASCONDES.SN,2023-12-31 00:00:00,Clinica las Condes SA,Health Care and Social Assistance,Chile,-14162357.76,-3862257.83,303293477,-0.012734391,-0.006046064,638805328.3,2023,0,0,LASC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606854672.9,8,0,2023,2020-2023,0.022321351,14258998.25,-28421356.02
2298,600,600,600,290,LASCONDES.SN,2022-12-31 00:00:00,Clinica las Condes SA,Health Care and Social Assistance,Chile,-3918189.431,4773505.544,319385022.4,0.014945928,0.00692876,688940841,2022,0,0,LASC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606854672.9,8,0,2022,2020-2023,0.022321351,15378090.65,-19296280.08
2299,601,601,601,291,LASCONDES.SN,2021-12-31 00:00:00,Clinica las Condes SA,Health Care and Social Assistance,Chile,25730912.94,21638316.3,314944508.3,0.068705171,0.031069375,696451601.5,2021,0,0,LASC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606854672.9,8,0,2021,2020-2023,0.022321351,15545740.97,10185171.96
2300,602,602,602,292,LASCONDES.SN,2020-12-31 00:00:00,Clinica las Condes SA,Health Care and Social Assistance,Chile,-15141207.47,-8189035.576,361420119.8,-0.022657941,-0.010313583,794004915.8,2020,0,0,LASC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606854672.9,8,0,2020,2020-2023,0.022321351,17723262.79,-32864470.26
2305,603,603,603,293,LASCONDES.SN,2019-12-31 00:00:00,Clinica las Condes SA,Health Care and Social Assistance,Chile,6681986.693,6192385.895,193878829,0.031939464,0.011094988,558124622.8,2019,0,0,LASC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606854672.9,8,0,2019,2017-2019,0.037800944,21097637.53,-14415650.84
2306,604,604,604,294,LASCONDES.SN,2018-12-31 00:00:00,Clinica las Condes SA,Health Care and Social Assistance,Chile,5550527.531,5582270.333,206097510.3,0.027085579,0.009210147,606100023.1,2018,0,0,LASC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606854672.9,8,0,2018,2017-2019,0.037800944,22911152.94,-17360625.41
2307,605,605,605,295,LASCONDES.SN,2017-12-31 00:00:00,Clinica las Condes SA,Health Care and Social Assistance,Chile,-23874590.42,-17587575.04,239261428.5,-0.073507774,-0.026766082,657084404.1,2017,0,0,LASC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606854672.9,8,0,2017,2017-2019,0.037800944,24838410.67,-48713001.09
2311,606,606,606,296,LASCONDES.SN,2016-12-31 00:00:00,Clinica las Condes SA,Health Care and Social Assistance,Chile,2362258.513,2241552.989,239311401.6,0.009366679,0.003987026,562211746.8,2016,0,0,LASC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606854672.9,8,0,2016,2013-2016,0.064905181,36490455.23,-34128196.72
2312,607,607,607,297,LASCONDES.SN,2015-12-31 00:00:00,Clinica las Condes SA,Health Care and Social Assistance,Chile,9341017.165,7445566.151,223017811.7,0.033385522,0.015959005,466543253.5,2015,0,0,LASC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606854672.9,8,0,2015,2013-2016,0.064905181,30281074.35,-20940057.19
